答案1: 21
答案7991: 3/10
答案7992: 4
答案7993: 5/6
答案7994: 1
答案7995: 8/405
答案7996: 2/25
答案7997: 1/30
答案7998: 7
答案7999: 1/10
答案8000: 4/5
答案8001: 4
答案8002: 2/5
答案8003: 3
答案8004: 6
答案8005: 1/5
答案8006: 1/3
答案8007: 11
答案8008: 4/35
答案8009: 15
答案8010: 4/45
答案8011: 5/144
答案8012: 19
答案8013: 17
答案8014: 16
答案8015: 3
答案8016: 5/12
答案8017: 6
答案8018: 3/8
答案8019: 3/4
答案8020: 9
答案8021: 1/10
答案8022: 6
答案8023: 4
答案8024: 2/63
答案8025: 3
答案8026: 4
答案8027: 13
答案8028: 9
答案8029: 10
答案8030: 11
答案8031: 1/81
答案8032: 5
答案8033: 1/6
答案8034: 6
答案8035: 3/32
答案8036: 14
答案8037: 13
答案8038: 9
答案8039: 2/3
答案8040: 3/5
答案8041: 15
答案8042: 19
答案8043: 18
答案8044: 8/35
答案8045: 2/105
答案8046: 1/3
答案8047: 2/3
答案8048: 11/24
答案8049: 1/9
答案8050: 14
答案8051: 5/36
答案8052: 5/18
答案8053: 2/21
答案8054: 5/81
答案8055: 13/14
答案8056: 5/63
答案8057: 5/54
答案8058: 6/25
答案8059: 4
答案8060: 5
答案8061: 4/63
答案8062: 3/20
答案8063: 19
答案8064: 12
答案8065: 10/27
答案8066: 8
答案8067: 5/6
答案8068: 8
答案8069: 1
答案8070: 4
答案8071: 5/9
答案8072: 12
答案8073: 14
答案8074: 7
答案8075: 3/160
答案8076: 13
答案8077: 3/4
答案8078: 4/81
答案8079: 10
答案8080: 7
答案8081: 7/10
答案8082: 1/6
答案8083: 5/9
答案8084: 5/18
答案8085: 5
答案8086: 5/27
答案8087: 5
答案8088: 2
答案8089: 15
答案8090: 3
答案8091: 4
答案8092: 3
答案8093: 14
答案8094: 1
答案8095: 50
答案8096: 6
答案8097: 5/72
答案8098: 5
答案8099: 5/81
答案8100: 1
答案8101: 1/18
答案8102: 8
答案8103: 55
答案8104: 10/189
答案8105: 7
答案8106: 1/16
答案8107: 1/72
答案8108: 10
答案8109: 1/14
答案8110: 5/36
答案8111: 1/10
答案8112: 9
答案8113: 1/9
答案8114: 1/144
答案8115: 5/54
答案8116: 5/63
答案8117: 2
答案8118: 1/8
答案8119: 1/45
答案8120: 1/6
答案8121: 2
答案8122: 1/4
答案8123: 3
答案8124: 2/9
答案8125: 1/20
答案8126: 4
答案8127: 5
答案8128: 6/7
答案8129: 13
答案8130: 2/7
答案8131: 4/7
答案8132: 12
答案8133: 2
答案8134: 9
答案8135: 4/9
答案8136: 1/28
答案8137: 2
答案8138: 3
答案8139: 4/15
答案8140: 1/100
答案8141: 8
答案8142: 9
答案8143: 8
答案8144: 9
答案8145: 9/44
答案8146: 13
答案8147: 3
答案8148: 1
答案8149: 5
答案8150: 1/8
答案8151: 1/12
答案8152: 1/81
答案8153: 36
答案8154: 5/567
答案8155: 6
答案8156: 2/147
答案8157: 7
答案8158: 24
答案8159: 1
答案8160: 2/5
答案8161: 3/7
答案8162: 1/324
答案8163: 9
答案8164: 8
答案8165: 12
答案8166: 11
答案8167: 1/36
答案8168: 8
答案8169: 1/4
答案8170: 20/63
答案8171: 13
答案8172: 7/18
答案8173: 12
答案8174: 6
答案8175: 17
答案8176: 16
答案8177: 15
答案8178: 20
答案8179: 19
答案8180: 4/7
答案8181: 18
答案8182: 4/49
答案8183: 1/648
答案8184: 5/24
答案8185: 11/21
答案8186: 2
答案8187: 20
答案8188: 4/105
答案8189: 6
答案8190: 7
答案8191: 5
答案8192: 10
答案8193: 8
答案8194: 9
答案8195: 1
答案8196: 1/5
答案8197: 19
答案8198: 20
答案8199: 10/189
答案8200: 1/3
答案8201: 16
答案8202: 7/72
答案8203: 14
答案8204: 8/21
答案8205: 4
答案8206: 5
答案8207: 6
答案8208: 1/10
答案8209: 7
答案8210: 1
答案8211: 10/33
答案8212: 2/3
答案8213: 2
答案8214: 3
答案8215: 15
答案8216: 8/21
答案8217: 1/54
答案8218: 14
答案8219: 14
答案8220: 17
答案8221: 12
答案8222: 16
答案8223: 6/35
答案8224: 1/84
答案8225: 9/14
答案8226: 3
答案8227: 1
答案8228: 39
答案8229: 10
答案8230: 3
答案8231: 11
答案8232: 1/24
答案8233: 8
答案8234: 4
答案8235: 3
答案8236: 4/5
答案8237: 13/21
答案8238: 1/45
答案8239: 5/12
答案8240: 1
答案8241: 40
答案8242: 9/35
答案8243: 4/15
答案8244: 1/4
答案8245: 13
答案8246: 5/72
答案8247: 8
答案8248: 18
答案8249: 12
答案8250: 6
答案8251: 8/15
答案8252: 5/72
答案8253: 15
答案8254: 4
答案8255: 3
答案8256: 16
答案8257: 1/63
答案8258: 13/28
答案8259: 6
答案8260: 5/8
答案8261: 10
答案8262: 8
答案8263: 1/12
答案8264: 12
答案8265: 4/9
答案8266: 7
答案8267: 28
答案8268: 4/7
答案8269: 2
答案8270: 8
答案8271: 11
答案8272: 10
答案8273: 5
答案8274: 5
答案8275: 3
答案8276: 5
答案8277: 7
答案8278: 3
答案8279: 3/7
答案8280: 5/6
答案8281: 14
答案8282: 13
答案8283: 3/14
答案8284: 11
答案8285: 1/72
答案8286: 1/81
答案8287: 3/392
答案8288: 1/54
答案8289: 1/24
答案8290: 7
答案8291: 3/56
答案8292: 1/45
答案8293: 1/49
答案8294: 14
答案8295: 9
答案8296: 2/3
答案8297: 6
答案8298: 5/168
答案8299: 5/3402
答案8300: 2/9
答案8301: 1/2
答案8302: 8
答案8303: 15
答案8304: 16
答案8305: 4/63
答案8306: 2
答案8307: 7
答案8308: 1/36
答案8309: 7
答案8310: 1/12
答案8311: 8
答案8312: 4/441
答案8313: 12
答案8314: 14
答案8315: 8
答案8316: 4
答案8317: 10
答案8318: 10
答案8319: 1/2
答案8320: 20
答案8321: 18
答案8322: 9/160
答案8323: 2/27
答案8324: 6
答案8325: 5/384
答案8326: 1/12
答案8327: 15
答案8328: 2/9
答案8329: 0
答案8330: 24
答案8331: 1/105
答案8332: 10
答案8333: 10
答案8334: 1/3
答案8335: 4
答案8336: 3
答案8337: 3/14
答案8338: 1
答案8339: 4
答案8340: 10
答案8341: 15/128
答案8342: 1/16
答案8343: 6/35
答案8344: 13
答案8345: 4
答案8346: 13
答案8347: 3
答案8348: 2/21
答案8349: 11
答案8350: 8
答案8351: 7
答案8352: 7
答案8353: 3
答案8354: 6
答案8355: 6
答案8356: 5
答案8357: 3
答案8358: 4/15
答案8359: 5
答案8360: 6
答案8361: 1/8
答案8362: 12
答案8363: 4
答案8364: 11
答案8365: 3
答案8366: 2
答案8367: 10
答案8368: 3/8
答案8369: 9
答案8370: 2
答案8371: 7
答案8372: 1/3
答案8373: 10
答案8374: 7/240
答案8375: 6
答案8376: 4
答案8377: 12
答案8378: 4
答案8379: 20
答案8380: 19
答案8381: 9
答案8382: 10
答案8383: 1/4
答案8384: 13
答案8385: 8
答案8386: 10
答案8387: 12
答案8388: 12
答案8389: 5/6
答案8390: 19/42
答案8391: 15
答案8392: 3/98
答案8393: 13
答案8394: 5/162
答案8395: 12
答案8396: 13
答案8397: 20
答案8398: 10
答案8399: 11
答案8400: 16
答案8401: 17
答案8402: 5/108
答案8403: 14
答案8404: 15
答案8405: 5/18
答案8406: 15
答案8407: 11
答案8408: 6
答案8409: 5
答案8410: 8/9
答案8411: 8
答案8412: 15/112
答案8413: 2
答案8414: 9
答案8415: 1
答案8416: 19
答案8417: 1/14
答案8418: 1/36
答案8419: 10/21
答案8420: 7
答案8421: 3/10
答案8422: 4
答案8423: 8/27
答案8424: 17
答案8425: 1/126
答案8426: 1/147
答案8427: 4/9
答案8428: 5/512
答案8429: 1/30
答案8430: 18
答案8431: 14
答案8432: 4
答案8433: 6
答案8434: 1/84
答案8435: 1
答案8436: 1/8
答案8437: 47
答案8438: 4/17
答案8439: 3
答案8440: 1/28
答案8441: 53
答案8442: 10
答案8443: 13
答案8444: 12
答案8445: 11
答案8446: 10
答案8447: 9
答案8448: 8
答案8449: 7
答案8450: 1/108
答案8451: 3
答案8452: 5
答案8453: 11
答案8454: 2
答案8455: 17/21
答案8456: 7
答案8457: 2
答案8458: 8/9
答案8459: 13
答案8460: 2/3
答案8461: 14
答案8462: 7
答案8463: 1/6
答案8464: 2
答案8465: 6
答案8466: 1/9
答案8467: 25/81
答案8468: 9
答案8469: 9
答案8470: 1/3
答案8471: 4
答案8472: 10
答案8473: 13
答案8474: 4/243
答案8475: 3/5
答案8476: 5/288
答案8477: 1/6
答案8478: 2/15
答案8479: 5/192
答案8480: 1/9
答案8481: 18
答案8482: 1/2
答案8483: 1/12
答案8484: 4/7
答案8485: 2/27
答案8486: 1
答案8487: 4/9
答案8488: 13
答案8489: 11
答案8490: 14
答案8491: 12
答案8492: 7/8
答案8493: 9
答案8494: 1/20
答案8495: 5
答案8496: 50/63
答案8497: 6/7
答案8498: 19
答案8499: 2/35
答案8500: 5/6
答案8501: 8/27
答案8502: 16
答案8503: 2/27
答案8504: 18
答案8505: 19
答案8506: 7/128
答案8507: 10
答案8508: 9
答案8509: 1/3
答案8510: 8
答案8511: 9
答案8512: 1/15
答案8513: 1/6
答案8514: 11
答案8515: 12
答案8516: 13
答案8517: 3/224
答案8518: 1/6
答案8519: 14
答案8520: 15
答案8521: 16
答案8522: 11
答案8523: 17
答案8524: 2/3
答案8525: 9
答案8526: 16
答案8527: 15
答案8528: 7/27
答案8529: 7
答案8530: 11
答案8531: 4
答案8532: 19
答案8533: 2/3
答案8534: 5/6
答案8535: 2
答案8536: 1/3
答案8537: 8
答案8538: 6
答案8539: 3
答案8540: 5/42
答案8541: 4
答案8542: 4
答案8543: 10/81
答案8544: 6
答案8545: 16
答案8546: 15
答案8547: 9/100
答案8548: 14
答案8549: 10
答案8550: 4
答案8551: 9
答案8552: 1
答案8553: 7
答案8554: 15
答案8555: 16
答案8556: 1/144
答案8557: 1/20
答案8558: 4
答案8559: 1/30
答案8560: 4
答案8561: 8
答案8562: 9
答案8563: 1/320
答案8564: 4/15
答案8565: 18
答案8566: 16
答案8567: 3
答案8568: 5/7
答案8569: 3/4
答案8570: 3/5
答案8571: 2/9
答案8572: 30/37
答案8573: 2/7
答案8574: 6
答案8575: 1/4
答案8576: 8
答案8577: 3
答案8578: 8
答案8579: 6/35
答案8580: 1/6
答案8581: 6
答案8582: 5/98
答案8583: 13
答案8584: 4
答案8585: 7/32
答案8586: 2/315
答案8587: 4/63
答案8588: 5/49
答案8589: 11
答案8590: 10
答案8591: 5/63
答案8592: 4/441
答案8593: 25/36
答案8594: 15
答案8595: 13
答案8596: 5/27
答案8597: 5/14
答案8598: 9
答案8599: 5/14
答案8600: 14
答案8601: 2/5
答案8602: 4
答案8603: 10
答案8604: 11
答案8605: 1/2
答案8606: 13
答案8607: 7/54
答案8608: 1/2
答案8609: 3/20
答案8610: 2/15
答案8611: 1
答案8612: 3/4
答案8613: 7/162
答案8614: 9
答案8615: 8
答案8616: 11
答案8617: 10
答案8618: 13
答案8619: 19
答案8620: 3
答案8621: 1
答案8622: 7/32
答案8623: 5
答案8624: 7
答案8625: 5
答案8626: 6
答案8627: 3/10
答案8628: 9
答案8629: 11
答案8630: 6
答案8631: 2/3
答案8632: 3/40
答案8633: 7/45
答案8634: 1
答案8635: 16
答案8636: 6
答案8637: 1/24
答案8638: 2/7
答案8639: 1/108
答案8640: 1/4
答案8641: 2/5
答案8642: 1/3
答案8643: 6/7
答案8644: 5/6
答案8645: 6/7
答案8646: 3
答案8647: 7/8
答案8648: 6/35
答案8649: 1/30
答案8650: 7/9
答案8651: 8
答案8652: 1/15
答案8653: 11
答案8654: 5
答案8655: 7/16
答案8656: 6
答案8657: 3/40
答案8658: 15/32
答案8659: 1/18
答案8660: 8/21
答案8661: 5/72
答案8662: 2
答案8663: 1
答案8664: 4
答案8665: 6
答案8666: 3
答案8667: 5
答案8668: 11
答案8669: 7/16
答案8670: 3/56
答案8671: 6
答案8672: 3/16
答案8673: 20
答案8674: 7/243
答案8675: 2/49
答案8676: 7/216
答案8677: 2
答案8678: 10
答案8679: 6
答案8680: 4
答案8681: 5
答案8682: 8
答案8683: 17
答案8684: 18
答案8685: 1/8
答案8686: 4/9
答案8687: 12
答案8688: 13
答案8689: 5/24
答案8690: 4/7
答案8691: 1/14
答案8692: 9
答案8693: 1/2
答案8694: 4/49
答案8695: 4/5
答案8696: 5/9
答案8697: 4
答案8698: 2/3
答案8699: 3/4
答案8700: 4
答案8701: 8
答案8702: 1/7
答案8703: 13/56
答案8704: 1/18
答案8705: 14/25
答案8706: 13
答案8707: 1/56
答案8708: 4/45
答案8709: 1/63
答案8710: 7/144
答案8711: 7/12
答案8712: 1/42
答案8713: 1/49
答案8714: 1/28
答案8715: 2/63
答案8716: 1/35
答案8717: 1/14
答案8718: 12
答案8719: 4/27
答案8720: 5
答案8721: 8
答案8722: 8
答案8723: 1
答案8724: 3
答案8725: 5
答案8726: 4
答案8727: 7
答案8728: 6
答案8729: 3
答案8730: 2
答案8731: 2
答案8732: 1/280
答案8733: 1/448
答案8734: 10
答案8735: 1/6
答案8736: 9
答案8737: 4/9
答案8738: 19
答案8739: 5/384
答案8740: 1/3
答案8741: 12
答案8742: 14
答案8743: 1/36
答案8744: 8
答案8745: 1/12
答案8746: 20
答案8747: 17
答案8748: 15
答案8749: 3/8
答案8750: 1/4
答案8751: 9/10
答案8752: 7/48
答案8753: 3/28
答案8754: 3/20
答案8755: 9
答案8756: 1/16
答案8757: 2/135
答案8758: 17
答案8759: 14
答案8760: 5
答案8761: 2
答案8762: 6
答案8763: 15
答案8764: 1/3
答案8765: 9
答案8766: 8
答案8767: 1/30
答案8768: 3
答案8769: 3/10
答案8770: 5
答案8771: 8
答案8772: 17/30
答案8773: 10
答案8774: 10
答案8775: 1/84
答案8776: 10
答案8777: 7/10
答案8778: 4
答案8779: 1/56
答案8780: 7
答案8781: 1/24
答案8782: 19
答案8783: 3
答案8784: 7
答案8785: 9
答案8786: 2/81
答案8787: 9/77
答案8788: 10
答案8789: 17
答案8790: 5/126
答案8791: 6
答案8792: 1/60
答案8793: 6/7
答案8794: 14
答案8795: 4
答案8796: 3
答案8797: 2
答案8798: 12
答案8799: 2/105
答案8800: 11
答案8801: 9
答案8802: 7
答案8803: 9/32
答案8804: 9
答案8805: 11
答案8806: 1/6
答案8807: 1/15
答案8808: 2
答案8809: 1/20
答案8810: 11
答案8811: 2/7
答案8812: 11
答案8813: 10
答案8814: 1
答案8815: 8
答案8816: 14
答案8817: 4
答案8818: 13
答案8819: 5
答案8820: 19
答案8821: 17
答案8822: 6
答案8823: 7/9
答案8824: 2
答案8825: 24/35
答案8826: 9/14
答案8827: 12
答案8828: 1/3
答案8829: 8
答案8830: 9
答案8831: 4/15
答案8832: 3/4
答案8833: 1/9
答案8834: 1/3
答案8835: 7/24
答案8836: 5
答案8837: 3/20
答案8838: 5
答案8839: 1
答案8840: 4
答案8841: 1/3
答案8842: 6
答案8843: 5/12
答案8844: 1/2
答案8845: 2/9
答案8846: 14
答案8847: 8/45
答案8848: 2/9
答案8849: 16
答案8850: 8/63
答案8851: 1/7
答案8852: 8/9
答案8853: 4
答案8854: 11
答案8855: 6
答案8856: 14/15
答案8857: 8
答案8858: 2
答案8859: 4/49
答案8860: 7/9
答案8861: 7
答案8862: 13
答案8863: 8
答案8864: 4
答案8865: 7/8
答案8866: 9
答案8867: 43/45
答案8868: 10
答案8869: 3
答案8870: 2
答案8871: 4
答案8872: 1/42
答案8873: 3/7
答案8874: 2/3
答案8875: 17
答案8876: 1/63
答案8877: 5/18
答案8878: 11
答案8879: 6
答案8880: 2
答案8881: 5
答案8882: 24
答案8883: 8/9
答案8884: 5/9
答案8885: 8/27
答案8886: 2/9
答案8887: 1/3
答案8888: 1/5
答案8889: 3/7
答案8890: 15
答案8891: 4
答案8892: 3
答案8893: 14
答案8894: 10
答案8895: 12
答案8896: 15
答案8897: 1
答案8898: 13
答案8899: 3/28
答案8900: 3/4
答案8901: 10
答案8902: 8
答案8903: 3
答案8904: 2
答案8905: 7
答案8906: 2/3
答案8907: 20
答案8908: 8/9
答案8909: 8
答案8910: 20
答案8911: 10
答案8912: 2
答案8913: 3
答案8914: 3
答案8915: 4
答案8916: 5
答案8917: 7/9
答案8918: 7/8
答案8919: 9/40
答案8920: 8
答案8921: 5
答案8922: 6
答案8923: 9/20
答案8924: 10
答案8925: 15
答案8926: 18
答案8927: 7
答案8928: 8
答案8929: 5/18
答案8930: 8/9
答案8931: 2
答案8932: 19
答案8933: 18
答案8934: 1/2
答案8935: 11
答案8936: 6
答案8937: 5/18
答案8938: 13
答案8939: 3
答案8940: 2
答案8941: 61/280
答案8942: 5
答案8943: 7
答案8944: 1/9
答案8945: 3
答案8946: 6
答案8947: 2
答案8948: 4
答案8949: 11
答案8950: 9
答案8951: 10/147
答案8952: 1/4
答案8953: 1/36
答案8954: 12
答案8955: 12
答案8956: 7/9
答案8957: 12/35
答案8958: 8
答案8959: 11
答案8960: 1/108
答案8961: 5/6
答案8962: 2/189
答案8963: 4/315
答案8964: 1/48
答案8965: 3/10
答案8966: 1/72
答案8967: 8
答案8968: 4/27
答案8969: 8
答案8970: 3
答案8971: 3/80
答案8972: 1/8
答案8973: 5
答案8974: 18
答案8975: 16
答案8976: 4/135
答案8977: 13
答案8978: 4/189
答案8979: 8/45
答案8980: 16
答案8981: 1/2
答案8982: 3
答案8983: 5/18
答案8984: 4/5
答案8985: 4/27
答案8986: 3/4
答案8987: 15
答案8988: 18
答案8989: 3/35
答案8990: 19
答案8991: 1/2
答案8992: 2
答案8993: 2/45
答案8994: 17
答案8995: 15
答案8996: 13
答案8997: 11
答案8998: 1/120
答案8999: 1/14
答案9000: 13/15
答案9001: 4/35
答案9002: 6
答案9003: 13
答案9004: 12
答案9005: 15
答案9006: 1/12
答案9007: 14
答案9008: 9
答案9009: 16
答案9010: 9
答案9011: 3/20
答案9012: 4
答案9013: 1/8
答案9014: 5
答案9015: 1/30
答案9016: 3
答案9017: 14
答案9018: 3
答案9019: 1
答案9020: 2
答案9021: 3/14
答案9022: 7/60
答案9023: 1/12
答案9024: 3/8
答案9025: 1/2
答案9026: 15
答案9027: 14
答案9028: 1/6
答案9029: 14
答案9030: 4
答案9031: 4
答案9032: 1/2
答案9033: 7/8
答案9034: 3/20
答案9035: 5
答案9036: 5
答案9037: 6
答案9038: 3/25
答案9039: 1
答案9040: 2
答案9041: 1
答案9042: 3
答案9043: 1/3
答案9044: 14
答案9045: 2/5
答案9046: 1/2
答案9047: 2/3
答案9048: 7
答案9049: 2
答案9050: 1/288
答案9051: 11
答案9052: 1/7
答案9053: 2/7
答案9054: 8
答案9055: 4/7
答案9056: 20
答案9057: 7/10
答案9058: 4/5
答案9059: 1/2
答案9060: 14
答案9061: 7/16
答案9062: 26
答案9063: 7
答案9064: 11
答案9065: 4/9
答案9066: 5
答案9067: 2/3
答案9068: 8
答案9069: 1/2
答案9070: 9/10
答案9071: 10
答案9072: 9
答案9073: 15
答案9074: 11
答案9075: 1/105
答案9076: 13
答案9077: 1/12
答案9078: 14
答案9079: 7
答案9080: 9
答案9081: 19
答案9082: 1/48
答案9083: 14
答案9084: 7/16
答案9085: 1/3
答案9086: 3
答案9087: 2
答案9088: 1/2
答案9089: 31/75
答案9090: 14
答案9091: 12
答案9092: 1/8
答案9093: 9
答案9094: 13
答案9095: 7/64
答案9096: 6
答案9097: 13
答案9098: 6/7
答案9099: 2/3
答案9100: 9
答案9101: 2/3
答案9102: 10
答案9103: 11
答案9104: 13
答案9105: 9
答案9106: 4/9
答案9107: 1/2
答案9108: 47/120
答案9109: 12
答案9110: 3
答案9111: 3/80
答案9112: 5
答案9113: 6
答案9114: 7
答案9115: 8
答案9116: 3/32
答案9117: 13
答案9118: 1/16
答案9119: 1
答案9120: 6
答案9121: 9
答案9122: 8
答案9123: 7
答案9124: 10
答案9125: 9
答案9126: 1/3
答案9127: 53/56
答案9128: 2
答案9129: 8
答案9130: 4
答案9131: 3
答案9132: 6
答案9133: 5
答案9134: 7
答案9135: 11
答案9136: 12
答案9137: 15
答案9138: 8/135
答案9139: 12
答案9140: 12
答案9141: 17
答案9142: 1/35
答案9143: 6
答案9144: 5/24
答案9145: 5/72
答案9146: 5/7
答案9147: 2/45
答案9148: 2/3
答案9149: 17
答案9150: 7/12
答案9151: 8/63
答案9152: 0
答案9153: 17
答案9154: 9
答案9155: 1/4
答案9156: 5
答案9157: 2/7
答案9158: 1
答案9159: 6
答案9160: 1/3
答案9161: 2
答案9162: 2/5
答案9163: 5
答案9164: 8/35
答案9165: 5
答案9166: 3/4
答案9167: 2/15
答案9168: 1/6
答案9169: 1/5
答案9170: 2/3
答案9171: 5/8
答案9172: 1
答案9173: 1/16
答案9174: 1/5
答案9175: 3/5
答案9176: 7/324
答案9177: 16/45
答案9178: 6
答案9179: 8
答案9180: 12
答案9181: 7/108
答案9182: 8
答案9183: 9
答案9184: 12
答案9185: 13
答案9186: 2
答案9187: 19
答案9188: 14
答案9189: 1/4
答案9190: 2
答案9191: 1/2
答案9192: 11
答案9193: 6/49
答案9194: 9
答案9195: 2/21
答案9196: 2/7
答案9197: 1/7
答案9198: 7
答案9199: 1/12
答案9200: 1/15
答案9201: 7/40
答案9202: 12
答案9203: 12
答案9204: 3/4
答案9205: 3/7
答案9206: 11
答案9207: 6/7
答案9208: 4/9
答案9209: 5
答案9210: 15
答案9211: 3/5
答案9212: 1/84
答案9213: 16
答案9214: 9/35
答案9215: 14/45
答案9216: 20
答案9217: 5
答案9218: 1/108
答案9219: 2
答案9220: 7
答案9221: 4/7
答案9222: 1/2
答案9223: 7/9
答案9224: 1/24
答案9225: 1/9
答案9226: 2/27
答案9227: 10/21
答案9228: 5/9
答案9229: 5/36
答案9230: 1/6
答案9231: 8
答案9232: 1/54
答案9233: 1
答案9234: 5/6
答案9235: 5/7
答案9236: 3/5
答案9237: 1/2
答案9238: 1/8
答案9239: 5/8
答案9240: 5/9
答案9241: 3/28
答案9242: 1/8
答案9243: 1/7
答案9244: 9
答案9245: 4
答案9246: 10
答案9247: 7/32
答案9248: 5
答案9249: 3
答案9250: 12
答案9251: 3/7
答案9252: 1/16
答案9253: 5/96
答案9254: 5
答案9255: 18/35
答案9256: 5/126
答案9257: 5/9
答案9258: 11
答案9259: 9
答案9260: 5/294
答案9261: 20
答案9262: 2/21
答案9263: 8/9
答案9264: 1/14
答案9265: 3
答案9266: 1
答案9267: 2/35
答案9268: 1/2
答案9269: 2/7
答案9270: 10/63
答案9271: 1/7
答案9272: 5
答案9273: 1/8
答案9274: 11
答案9275: 17
答案9276: 13
答案9277: 7/48
答案9278: 2/49
答案9279: 7/24
答案9280: 9
答案9281: 8
答案9282: 19
答案9283: 17
答案9284: 7/8
答案9285: 7
答案9286: 6
答案9287: 9
答案9288: 13
答案9289: 12
答案9290: 11
答案9291: 27
答案9292: 10
答案9293: 18
答案9294: 14
答案9295: 81
答案9296: 45
答案9297: 36
答案9298: 63
答案9299: 54
答案9300: 14
答案9301: 10
答案9302: 3
答案9303: 8/9
答案9304: 1
答案9305: 16
答案9306: 9
答案9307: 2/3
答案9308: 1/2
答案9309: 1/3
答案9310: 20
答案9311: 13
答案9312: 1/6
答案9313: 12
答案9314: 1/16
答案9315: 16
答案9316: 4
答案9317: 14
答案9318: 8
答案9319: 1/24
答案9320: 2
答案9321: 1
答案9322: 2/15
答案9323: 1/2
答案9324: 3/8
答案9325: 1/8
答案9326: 3/32
答案9327: 10
答案9328: 9
答案9329: 1/20
答案9330: 10
答案9331: 11
答案9332: 16
答案9333: 12
答案9334: 13
答案9335: 14
答案9336: 38
答案9337: 15
答案9338: 2/27
答案9339: 11
答案9340: 1/24
答案9341: 7/32
答案9342: 7/40
答案9343: 7/144
答案9344: 1/8
答案9345: 7/96
答案9346: 7/64
答案9347: 44
答案9348: 4
答案9349: 7/24
答案9350: 22
答案9351: 3
答案9352: 12
答案9353: 3/7
答案9354: 16
答案9355: 9
答案9356: 9
答案9357: 85
答案9358: 6
答案9359: 1/8
答案9360: 1/9
答案9361: 6
答案9362: 58/147
答案9363: 20
答案9364: 1/12
答案9365: 10
答案9366: 17/18
答案9367: 19
答案9368: 1/6
答案9369: 16
答案9370: 11
答案9371: 81
答案9372: 15
答案9373: 12
答案9374: 8
答案9375: 11
答案9376: 16/27
答案9377: 2
答案9378: 1/2
答案9379: 5
答案9380: 2/7
答案9381: 52
答案9382: 13
答案9383: 12
答案9384: 11
答案9385: 10
答案9386: 8/9
答案9387: 1
答案9388: 2/3
答案9389: 12
答案9390: 1/28
答案9391: 1/3
答案9392: 14
答案9393: 5/12
答案9394: 12
答案9395: 5/72
答案9396: 4/5
答案9397: 5/64
答案9398: 5/56
答案9399: 1/6
答案9400: 1/8
答案9401: 5/32
答案9402: 5/24
答案9403: 5/16
答案9404: 1/15
答案9405: 9
答案9406: 1/4
答案9407: 1/45
答案9408: 5/18
答案9409: 32/135
答案9410: 9
答案9411: 6
答案9412: 6
答案9413: 7
答案9414: 8
答案9415: 9
答案9416: 15
答案9417: 11
答案9418: 9/20
答案9419: 12
答案9420: 1/12
答案9421: 7
答案9422: 9
答案9423: 5
答案9424: 6
答案9425: 10
答案9426: 4
答案9427: 11
答案9428: 12
答案9429: 25/392
答案9430: 20
答案9431: 13
答案9432: 13
答案9433: 14
答案9434: 8
答案9435: 7/810
答案9436: 1/28
答案9437: 1
答案9438: 8/27
答案9439: 2
答案9440: 2/7
答案9441: 19
答案9442: 4
答案9443: 17
答案9444: 4/81
答案9445: 2/3
答案9446: 4
答案9447: 1/2
答案9448: 5/6
答案9449: 15
答案9450: 5
答案9451: 3
答案9452: 16
答案9453: 2/15
答案9454: 17
答案9455: 18
答案9456: 51/56
答案9457: 19
答案9458: 20
答案9459: 5/6
答案9460: 4
答案9461: 2/7
答案9462: 3/4
答案9463: 3
答案9464: 2/7
答案9465: 11
答案9466: 1/3
答案9467: 8/21
答案9468: 6
答案9469: 3
答案9470: 3
答案9471: 11
答案9472: 5
答案9473: 2/45
答案9474: 14
答案9475: 11
答案9476: 16
答案9477: 16/133
答案9478: 9/32
答案9479: 1/4
答案9480: 5/36
答案9481: 13/36
答案9482: 10
答案9483: 9
答案9484: 7
答案9485: 5
答案9486: 11/12
答案9487: 9
答案9488: 5/336
答案9489: 1
答案9490: 1/12
答案9491: 4
答案9492: 1/32
答案9493: 1
答案9494: 3
答案9495: 3/64
答案9496: 1/40
答案9497: 1/32
答案9498: 9
答案9499: 8
答案9500: 4/27
答案9501: 7
答案9502: 2/7
答案9503: 1/4
答案9504: 2/9
答案9505: 10
答案9506: 2/3
答案9507: 1/2
答案9508: 2/5
答案9509: 1/3
答案9510: 2
答案9511: 8/31
答案9512: 1/16
答案9513: 2
答案9514: 3/8
答案9515: 7/9
答案9516: 4/9
答案9517: 3/64
答案9518: 11
答案9519: 12
答案9520: 9
答案9521: 15
答案9522: 10
答案9523: 10
答案9524: 4/9
答案9525: 9
答案9526: 8
答案9527: 2
答案9528: 3/40
答案9529: 1
答案9530: 1/10
答案9531: 3/35
答案9532: 5/1152
答案9533: 3/20
答案9534: 3/25
答案9535: 15
答案9536: 3/10
答案9537: 16
答案9538: 4
答案9539: 1/5
答案9540: 2/3
答案9541: 13
答案9542: 11
答案9543: 1/21
答案9544: 14
答案9545: 3/56
答案9546: 3/5
答案9547: 3/49
答案9548: 1/14
答案9549: 14
答案9550: 3/35
答案9551: 3/28
答案9552: 1/7
答案9553: 3/14
答案9554: 4
答案9555: 3/7
答案9556: 7
答案9557: 12
答案9558: 13
答案9559: 10
答案9560: 4
答案9561: 7
答案9562: 3/16
答案9563: 1/56
答案9564: 2/63
答案9565: 1/576
